,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,temp_category,hum_category,windspeed_category,atemp_category,time_category
6699,6700,2011-10-11,4,0,10,17,0,2,1,2,24.599999999999998,28.79,78.0,16.997899999999998,70,534,604,cool,high,Gentle breeze,warm,afternoon
6700,6701,2011-10-11,4,0,10,18,0,2,1,2,24.599999999999998,28.79,78.0,15.001299999999999,46,493,539,cool,high,Gentle breeze,warm,evening
6701,6702,2011-10-11,4,0,10,19,0,2,1,2,23.779999999999998,27.275,83.0,15.001299999999999,33,285,318,cool,very high,Gentle breeze,warm,evening
6702,6703,2011-10-11,4,0,10,20,0,2,1,2,23.779999999999998,27.275,83.0,15.001299999999999,31,203,234,cool,very high,Gentle breeze,warm,evening
6703,6704,2011-10-11,4,0,10,21,0,2,1,2,23.779999999999998,27.275,78.0,12.998000000000001,17,158,175,cool,high,Gentle breeze,warm,night
6704,6705,2011-10-11,4,0,10,22,0,2,1,2,22.96,26.515,83.0,12.998000000000001,27,120,147,cool,very high,Gentle breeze,warm,night
6705,6706,2011-10-11,4,0,10,23,0,2,1,2,22.96,26.515,83.0,19.0012,10,47,57,cool,very high,Gentle breeze,warm,night
6706,6707,2011-10-12,4,0,10,0,0,3,1,2,22.96,26.515,83.0,8.9981,2,23,25,cool,very high,Light breeze,warm,night
6707,6708,2011-10-12,4,0,10,1,0,3,1,3,22.96,26.515,83.0,8.9981,2,8,10,cool,very high,Light breeze,warm,night
6708,6709,2011-10-12,4,0,10,2,0,3,1,2,22.96,26.515,83.0,19.0012,0,2,2,cool,very high,Gentle breeze,warm,night
6709,6710,2011-10-12,4,0,10,3,0,3,1,3,22.14,25.759999999999998,94.0,19.999499999999998,0,2,2,cool,very high,Gentle breeze,warm,night
6710,6711,2011-10-12,4,0,10,4,0,3,1,3,22.14,25.759999999999998,94.0,26.0027,1,6,7,cool,very high,Moderate breeze,warm,night
6711,6712,2011-10-12,4,0,10,5,0,3,1,2,22.14,25.759999999999998,88.0,22.0028,0,22,22,cool,very high,Moderate breeze,warm,night
6712,6713,2011-10-12,4,0,10,6,0,3,1,2,22.14,25.759999999999998,88.0,16.997899999999998,5,107,112,cool,very high,Gentle breeze,warm,morning
6713,6714,2011-10-12,4,0,10,7,0,3,1,2,22.14,25.759999999999998,88.0,26.0027,15,244,259,cool,very high,Moderate breeze,warm,morning
6714,6715,2011-10-12,4,0,10,8,0,3,1,2,22.14,25.759999999999998,88.0,26.0027,27,377,404,cool,very high,Moderate breeze,warm,morning
6715,6716,2011-10-12,4,0,10,9,0,3,1,2,22.14,25.759999999999998,88.0,30.002599999999997,14,183,197,cool,very high,Fresh breeze,warm,morning
6716,6717,2011-10-12,4,0,10,10,0,3,1,2,22.14,25.759999999999998,88.0,26.0027,15,98,113,cool,very high,Moderate breeze,warm,morning
6717,6718,2011-10-12,4,0,10,11,0,3,1,3,22.14,25.759999999999998,94.0,22.0028,18,102,120,cool,very high,Moderate breeze,warm,morning
6718,6719,2011-10-12,4,0,10,12,0,3,1,3,22.14,25.759999999999998,88.0,22.0028,9,53,62,cool,very high,Moderate breeze,warm,noon
6719,6720,2011-10-12,4,0,10,13,0,3,1,3,22.14,25.759999999999998,88.0,15.001299999999999,25,76,101,cool,very high,Gentle breeze,warm,afternoon
6720,6721,2011-10-12,4,0,10,14,0,3,1,3,22.14,25.759999999999998,94.0,19.0012,8,70,78,cool,very high,Gentle breeze,warm,afternoon
6721,6722,2011-10-12,4,0,10,15,0,3,1,3,22.14,25.759999999999998,94.0,16.997899999999998,3,42,45,cool,very high,Gentle breeze,warm,afternoon
6722,6723,2011-10-12,4,0,10,16,0,3,1,2,22.96,26.515,88.0,15.001299999999999,5,50,55,cool,very high,Gentle breeze,warm,afternoon
6723,6724,2011-10-12,4,0,10,17,0,3,1,3,22.14,25.759999999999998,94.0,15.001299999999999,16,235,251,cool,very high,Gentle breeze,warm,afternoon
6724,6725,2011-10-12,4,0,10,18,0,3,1,3,22.14,25.759999999999998,94.0,8.9981,11,161,172,cool,very high,Light breeze,warm,evening
6725,6726,2011-10-12,4,0,10,19,0,3,1,3,22.14,25.759999999999998,94.0,8.9981,7,102,109,cool,very high,Light breeze,warm,evening
6726,6727,2011-10-12,4,0,10,20,0,3,1,3,22.14,25.759999999999998,94.0,7.0015,9,81,90,cool,very high,Light breeze,warm,evening
6727,6728,2011-10-12,4,0,10,21,0,3,1,3,22.14,25.759999999999998,100.0,7.0015,9,74,83,cool,very high,Light breeze,warm,night
6728,6729,2011-10-12,4,0,10,22,0,3,1,3,22.14,25.759999999999998,94.0,6.0032,3,40,43,cool,very high,Light breeze,warm,night
6729,6730,2011-10-12,4,0,10,23,0,3,1,3,22.14,25.759999999999998,94.0,6.0032,13,41,54,cool,very high,Light breeze,warm,night
6730,6731,2011-10-13,4,0,10,0,0,4,1,2,22.14,25.759999999999998,94.0,8.9981,1,14,15,cool,very high,Light breeze,warm,night
6731,6732,2011-10-13,4,0,10,1,0,4,1,2,22.14,25.759999999999998,94.0,0.0,3,9,12,cool,very high,Calm,warm,night
6732,6733,2011-10-13,4,0,10,2,0,4,1,2,22.14,25.759999999999998,94.0,0.0,0,4,4,cool,very high,Calm,warm,night
6733,6734,2011-10-13,4,0,10,3,0,4,1,2,22.14,25.759999999999998,100.0,12.998000000000001,2,4,6,cool,very high,Gentle breeze,warm,night
6734,6735,2011-10-13,4,0,10,4,0,4,1,2,22.14,25.759999999999998,100.0,7.0015,2,5,7,cool,very high,Light breeze,warm,night
6735,6736,2011-10-13,4,0,10,5,0,4,1,2,22.14,25.759999999999998,100.0,7.0015,1,16,17,cool,very high,Light breeze,warm,night
6736,6737,2011-10-13,4,0,10,6,0,4,1,3,22.14,25.759999999999998,100.0,6.0032,1,51,52,cool,very high,Light breeze,warm,morning
6737,6738,2011-10-13,4,0,10,7,0,4,1,3,22.14,25.759999999999998,100.0,8.9981,5,76,81,cool,very high,Light breeze,warm,morning
6738,6739,2011-10-13,4,0,10,8,0,4,1,3,22.14,25.759999999999998,100.0,6.0032,10,199,209,cool,very high,Light breeze,warm,morning
6739,6740,2011-10-13,4,0,10,9,0,4,1,3,22.96,26.515,100.0,7.0015,3,106,109,cool,very high,Light breeze,warm,morning
6740,6741,2011-10-13,4,0,10,10,0,4,1,3,22.96,26.515,100.0,8.9981,16,53,69,cool,very high,Light breeze,warm,morning
6741,6742,2011-10-13,4,0,10,11,0,4,1,2,25.419999999999998,28.79,83.0,0.0,8,76,84,warm,very high,Calm,warm,morning
6742,6743,2011-10-13,4,0,10,12,0,4,1,2,25.419999999999998,28.03,88.0,0.0,10,95,105,warm,very high,Calm,warm,noon
6743,6744,2011-10-13,4,0,10,13,0,4,1,2,26.240000000000002,28.79,83.0,11.0014,20,142,162,warm,very high,Light breeze,warm,afternoon
6744,6745,2011-10-13,4,0,10,14,0,4,1,1,27.060000000000002,30.305,78.0,12.998000000000001,22,111,133,warm,high,Gentle breeze,hot,afternoon
6745,6746,2011-10-13,4,0,10,15,0,4,1,1,27.060000000000002,30.305,78.0,12.998000000000001,27,128,155,warm,high,Gentle breeze,hot,afternoon
6746,6747,2011-10-13,4,0,10,16,0,4,1,1,27.060000000000002,31.06,74.0,15.001299999999999,36,240,276,warm,high,Gentle breeze,hot,afternoon
6747,6748,2011-10-13,4,0,10,17,0,4,1,3,25.419999999999998,28.79,83.0,16.997899999999998,47,432,479,warm,very high,Gentle breeze,warm,afternoon
6748,6749,2011-10-13,4,0,10,18,0,4,1,3,25.419999999999998,28.79,83.0,16.997899999999998,20,248,268,warm,very high,Gentle breeze,warm,evening
6749,6750,2011-10-13,4,0,10,19,0,4,1,2,25.419999999999998,28.79,83.0,11.0014,18,187,205,warm,very high,Light breeze,warm,evening
6750,6751,2011-10-13,4,0,10,20,0,4,1,1,25.419999999999998,28.79,83.0,19.0012,15,166,181,warm,very high,Gentle breeze,warm,evening
6751,6752,2011-10-13,4,0,10,21,0,4,1,1,25.419999999999998,28.79,83.0,12.998000000000001,8,115,123,warm,very high,Gentle breeze,warm,night
6752,6753,2011-10-13,4,0,10,22,0,4,1,1,25.419999999999998,28.79,83.0,12.998000000000001,13,101,114,warm,very high,Gentle breeze,warm,night
6753,6754,2011-10-13,4,0,10,23,0,4,1,2,23.779999999999998,27.275,88.0,12.998000000000001,2,45,47,cool,very high,Gentle breeze,warm,night
6754,6755,2011-10-14,4,0,10,0,0,5,1,1,23.779999999999998,27.275,94.0,6.0032,10,29,39,cool,very high,Light breeze,warm,night
6755,6756,2011-10-14,4,0,10,1,0,5,1,1,23.779999999999998,27.275,94.0,8.9981,8,16,24,cool,very high,Light breeze,warm,night
6756,6757,2011-10-14,4,0,10,2,0,5,1,1,22.96,26.515,94.0,11.0014,0,6,6,cool,very high,Light breeze,warm,night
6757,6758,2011-10-14,4,0,10,3,0,5,1,1,22.96,26.515,94.0,8.9981,1,6,7,cool,very high,Light breeze,warm,night
6758,6759,2011-10-14,4,0,10,4,0,5,1,1,22.96,26.515,94.0,12.998000000000001,0,8,8,cool,very high,Gentle breeze,warm,night
6759,6760,2011-10-14,4,0,10,5,0,5,1,2,22.96,26.515,94.0,11.0014,0,17,17,cool,very high,Light breeze,warm,night
6760,6761,2011-10-14,4,0,10,6,0,5,1,3,22.96,26.515,88.0,12.998000000000001,4,90,94,cool,very high,Gentle breeze,warm,morning
6761,6762,2011-10-14,4,0,10,7,0,5,1,3,22.96,26.515,88.0,12.998000000000001,10,137,147,cool,very high,Gentle breeze,warm,morning
6762,6763,2011-10-14,4,0,10,8,0,5,1,2,22.96,26.515,90.0,11.0014,23,186,209,cool,very high,Light breeze,warm,morning
6763,6764,2011-10-14,4,0,10,9,0,5,1,2,22.96,26.515,94.0,15.001299999999999,16,164,180,cool,very high,Gentle breeze,warm,morning
6764,6765,2011-10-14,4,0,10,10,0,5,1,3,22.14,25.759999999999998,88.0,23.9994,17,108,125,cool,very high,Moderate breeze,warm,morning
6765,6766,2011-10-14,4,0,10,11,0,5,1,3,21.32,25.0,88.0,11.0014,11,76,87,cool,very high,Light breeze,warm,morning
6766,6767,2011-10-14,4,0,10,12,0,5,1,3,21.32,25.0,88.0,11.0014,13,62,75,cool,very high,Light breeze,warm,noon
6767,6768,2011-10-14,4,0,10,13,0,5,1,1,22.96,26.515,73.0,23.9994,18,114,132,cool,high,Moderate breeze,warm,afternoon
6768,6769,2011-10-14,4,0,10,14,0,5,1,1,25.419999999999998,31.06,43.0,23.9994,37,119,156,warm,low,Moderate breeze,hot,afternoon
6769,6770,2011-10-14,4,0,10,15,0,5,1,1,25.419999999999998,31.06,43.0,19.0012,61,169,230,warm,low,Gentle breeze,hot,afternoon
6770,6771,2011-10-14,4,0,10,16,0,5,1,1,24.599999999999998,31.06,43.0,15.001299999999999,80,264,344,cool,low,Gentle breeze,hot,afternoon
6771,6772,2011-10-14,4,0,10,17,0,5,1,1,23.779999999999998,27.275,46.0,27.999299999999998,55,426,481,cool,low,Moderate breeze,warm,afternoon
6772,6773,2011-10-14,4,0,10,18,0,5,1,1,22.14,25.759999999999998,39.0,19.0012,62,361,423,cool,low,Gentle breeze,warm,evening
6773,6774,2011-10-14,4,0,10,19,0,5,1,1,22.14,25.759999999999998,39.0,22.0028,27,221,248,cool,low,Moderate breeze,warm,evening
6774,6775,2011-10-14,4,0,10,20,0,5,1,1,21.32,25.0,42.0,12.998000000000001,19,177,196,cool,low,Gentle breeze,warm,evening
6775,6776,2011-10-14,4,0,10,21,0,5,1,1,20.5,24.240000000000002,45.0,12.998000000000001,22,156,178,cool,low,Gentle breeze,cool,night
6776,6777,2011-10-14,4,0,10,22,0,5,1,1,18.86,22.725,59.0,15.001299999999999,20,123,143,cool,high,Gentle breeze,cool,night
6777,6778,2011-10-14,4,0,10,23,0,5,1,1,18.86,22.725,59.0,11.0014,15,80,95,cool,high,Light breeze,cool,night
6778,6779,2011-10-15,4,0,10,0,0,6,0,1,18.86,22.725,55.00000000000001,7.0015,18,88,106,cool,high,Light breeze,cool,night
6779,6780,2011-10-15,4,0,10,1,0,6,0,1,18.86,22.725,55.00000000000001,16.997899999999998,9,64,73,cool,high,Gentle breeze,cool,night
6780,6781,2011-10-15,4,0,10,2,0,6,0,1,18.86,22.725,59.0,12.998000000000001,17,39,56,cool,high,Gentle breeze,cool,night
6781,6782,2011-10-15,4,0,10,3,0,6,0,1,18.04,21.97,62.0,12.998000000000001,5,18,23,cool,high,Gentle breeze,cool,night
6782,6783,2011-10-15,4,0,10,4,0,6,0,1,17.22,21.21,67.0,8.9981,0,6,6,cool,high,Light breeze,cool,night
6783,6784,2011-10-15,4,0,10,5,0,6,0,1,17.22,21.21,71.0,11.0014,1,6,7,cool,high,Light breeze,cool,night
6784,6785,2011-10-15,4,0,10,6,0,6,0,1,16.400000000000002,20.455000000000002,71.0,0.0,5,15,20,cool,high,Calm,cool,morning
6785,6786,2011-10-15,4,0,10,7,0,6,0,1,16.400000000000002,20.455000000000002,76.0,7.0015,17,40,57,cool,high,Light breeze,cool,morning
6786,6787,2011-10-15,4,0,10,8,0,6,0,1,18.86,22.725,59.0,19.0012,24,101,125,cool,high,Gentle breeze,cool,morning
6787,6788,2011-10-15,4,0,10,9,0,6,0,1,21.32,25.0,48.0,19.999499999999998,50,157,207,cool,low,Gentle breeze,warm,morning
6788,6789,2011-10-15,4,0,10,10,0,6,0,1,22.14,25.759999999999998,45.0,30.002599999999997,115,207,322,cool,low,Fresh breeze,warm,morning
6789,6790,2011-10-15,4,0,10,11,0,6,0,1,22.96,26.515,40.0,26.0027,153,221,374,cool,low,Moderate breeze,warm,morning
6790,6791,2011-10-15,4,0,10,12,0,6,0,1,23.779999999999998,27.275,35.0,36.9974,195,261,456,cool,low,Fresh breeze,warm,noon
6791,6792,2011-10-15,4,0,10,13,0,6,0,1,24.599999999999998,31.06,35.0,31.0009,171,223,394,cool,low,Fresh breeze,hot,afternoon
6792,6793,2011-10-15,4,0,10,14,0,6,0,1,24.599999999999998,31.06,33.0,31.0009,242,230,472,cool,low,Fresh breeze,hot,afternoon
6793,6794,2011-10-15,4,0,10,15,0,6,0,1,25.419999999999998,31.06,31.0,32.9975,166,211,377,warm,low,Fresh breeze,hot,afternoon
6794,6795,2011-10-15,4,0,10,16,0,6,0,1,25.419999999999998,31.06,28.999999999999996,26.0027,179,264,443,warm,low,Moderate breeze,hot,afternoon
6795,6796,2011-10-15,4,0,10,17,0,6,0,1,23.779999999999998,27.275,32.0,19.0012,177,264,441,cool,low,Gentle breeze,warm,afternoon
6796,6797,2011-10-15,4,0,10,18,0,6,0,1,22.14,25.759999999999998,39.0,12.998000000000001,121,251,372,cool,low,Gentle breeze,warm,evening
6797,6798,2011-10-15,4,0,10,19,0,6,0,1,20.5,24.240000000000002,51.0,8.9981,61,177,238,cool,high,Light breeze,cool,evening
6798,6799,2011-10-15,4,0,10,20,0,6,0,1,20.5,24.240000000000002,48.0,8.9981,42,137,179,cool,low,Light breeze,cool,evening
6799,6800,2011-10-15,4,0,10,21,0,6,0,1,20.5,24.240000000000002,42.0,15.001299999999999,53,115,168,cool,low,Gentle breeze,cool,night
6800,6801,2011-10-15,4,0,10,22,0,6,0,1,20.5,24.240000000000002,36.0,8.9981,45,121,166,cool,low,Light breeze,cool,night
6801,6802,2011-10-15,4,0,10,23,0,6,0,1,19.68,23.485,41.0,11.0014,33,102,135,cool,low,Light breeze,cool,night
6802,6803,2011-10-16,4,0,10,0,0,0,0,1,18.86,22.725,44.0,8.9981,22,85,107,cool,low,Light breeze,cool,night
6803,6804,2011-10-16,4,0,10,1,0,0,0,1,18.04,21.97,47.0,8.9981,13,64,77,cool,low,Light breeze,cool,night
6804,6805,2011-10-16,4,0,10,2,0,0,0,1,17.22,21.21,54.0,8.9981,13,52,65,cool,high,Light breeze,cool,night
6805,6806,2011-10-16,4,0,10,3,0,0,0,1,17.22,21.21,54.0,8.9981,11,31,42,cool,high,Light breeze,cool,night
6806,6807,2011-10-16,4,0,10,4,0,0,0,1,17.22,21.21,54.0,12.998000000000001,5,7,12,cool,high,Gentle breeze,cool,night
6807,6808,2011-10-16,4,0,10,5,0,0,0,1,17.22,21.21,54.0,11.0014,1,6,7,cool,high,Light breeze,cool,night
6808,6809,2011-10-16,4,0,10,6,0,0,0,1,15.58,19.695,66.0,11.0014,3,7,10,cool,high,Light breeze,cool,morning
6809,6810,2011-10-16,4,0,10,7,0,0,0,1,16.400000000000002,20.455000000000002,62.0,8.9981,9,39,48,cool,high,Light breeze,cool,morning
6810,6811,2011-10-16,4,0,10,8,0,0,0,1,18.04,21.97,62.0,12.998000000000001,28,71,99,cool,high,Gentle breeze,cool,morning
6811,6812,2011-10-16,4,0,10,9,0,0,0,1,20.5,24.240000000000002,45.0,15.001299999999999,39,151,190,cool,low,Gentle breeze,cool,morning
6812,6813,2011-10-16,4,0,10,10,0,0,0,1,22.14,25.759999999999998,45.0,16.997899999999998,121,226,347,cool,low,Gentle breeze,warm,morning
6813,6814,2011-10-16,4,0,10,11,0,0,0,1,22.96,26.515,35.0,19.0012,159,218,377,cool,low,Gentle breeze,warm,morning
6814,6815,2011-10-16,4,0,10,12,0,0,0,1,23.779999999999998,27.275,35.0,16.997899999999998,167,277,444,cool,low,Gentle breeze,warm,noon
6815,6816,2011-10-16,4,0,10,13,0,0,0,1,24.599999999999998,31.06,35.0,19.999499999999998,169,269,438,cool,low,Gentle breeze,hot,afternoon
6816,6817,2011-10-16,4,0,10,14,0,0,0,1,24.599999999999998,31.06,40.0,19.999499999999998,204,258,462,cool,low,Gentle breeze,hot,afternoon
6817,6818,2011-10-16,4,0,10,15,0,0,0,1,25.419999999999998,31.06,35.0,26.0027,182,230,412,warm,low,Moderate breeze,hot,afternoon
6818,6819,2011-10-16,4,0,10,16,0,0,0,1,24.599999999999998,31.06,46.0,26.0027,177,289,466,cool,low,Moderate breeze,hot,afternoon
6819,6820,2011-10-16,4,0,10,17,0,0,0,1,23.779999999999998,27.275,49.0,31.0009,152,253,405,cool,low,Fresh breeze,warm,afternoon
6820,6821,2011-10-16,4,0,10,18,0,0,0,1,22.96,26.515,49.0,30.002599999999997,102,226,328,cool,low,Fresh breeze,warm,evening
6821,6822,2011-10-16,4,0,10,19,0,0,0,1,22.14,25.759999999999998,52.0,26.0027,52,181,233,cool,high,Moderate breeze,warm,evening
6822,6823,2011-10-16,4,0,10,20,0,0,0,1,22.14,25.759999999999998,52.0,31.0009,49,129,178,cool,high,Fresh breeze,warm,evening
6823,6824,2011-10-16,4,0,10,21,0,0,0,1,22.14,25.759999999999998,52.0,26.0027,14,88,102,cool,high,Moderate breeze,warm,night
6824,6825,2011-10-16,4,0,10,22,0,0,0,1,22.96,26.515,49.0,27.999299999999998,42,88,130,cool,low,Moderate breeze,warm,night
6825,6826,2011-10-16,4,0,10,23,0,0,0,1,22.96,26.515,52.0,27.999299999999998,14,48,62,cool,high,Moderate breeze,warm,night
6826,6827,2011-10-17,4,0,10,0,0,1,1,1,22.14,25.759999999999998,56.00000000000001,22.0028,12,25,37,cool,high,Moderate breeze,warm,night
6827,6828,2011-10-17,4,0,10,1,0,1,1,1,22.96,26.515,54.0,26.0027,2,15,17,cool,high,Moderate breeze,warm,night
6828,6829,2011-10-17,4,0,10,2,0,1,1,1,22.96,26.515,54.0,26.0027,4,3,7,cool,high,Moderate breeze,warm,night
6829,6830,2011-10-17,4,0,10,3,0,1,1,1,22.96,26.515,49.0,12.998000000000001,0,2,2,cool,low,Gentle breeze,warm,night
6830,6831,2011-10-17,4,0,10,4,0,1,1,1,21.32,25.0,59.0,11.0014,2,3,5,cool,high,Light breeze,warm,night
6831,6832,2011-10-17,4,0,10,5,0,1,1,1,20.5,24.240000000000002,63.0,19.999499999999998,1,28,29,cool,high,Gentle breeze,cool,night
6832,6833,2011-10-17,4,0,10,6,0,1,1,1,20.5,24.240000000000002,55.00000000000001,16.997899999999998,7,107,114,cool,high,Gentle breeze,cool,morning
6833,6834,2011-10-17,4,0,10,7,0,1,1,2,20.5,24.240000000000002,55.00000000000001,11.0014,10,299,309,cool,high,Light breeze,cool,morning
6834,6835,2011-10-17,4,0,10,8,0,1,1,2,20.5,24.240000000000002,51.0,16.997899999999998,33,381,414,cool,high,Gentle breeze,cool,morning
6835,6836,2011-10-17,4,0,10,9,0,1,1,2,20.5,24.240000000000002,45.0,19.0012,26,180,206,cool,low,Gentle breeze,cool,morning
6836,6837,2011-10-17,4,0,10,10,0,1,1,1,21.32,25.0,45.0,11.0014,43,92,135,cool,low,Light breeze,warm,morning
6837,6838,2011-10-17,4,0,10,11,0,1,1,1,22.96,26.515,43.0,0.0,35,131,166,cool,low,Calm,warm,morning
6838,6839,2011-10-17,4,0,10,12,0,1,1,1,22.96,26.515,40.0,6.0032,39,166,205,cool,low,Light breeze,warm,noon
6839,6840,2011-10-17,4,0,10,13,0,1,1,1,22.96,26.515,46.0,6.0032,49,156,205,cool,low,Light breeze,warm,afternoon
6840,6841,2011-10-17,4,0,10,14,0,1,1,1,23.779999999999998,27.275,49.0,12.998000000000001,44,122,166,cool,low,Gentle breeze,warm,afternoon
6841,6842,2011-10-17,4,0,10,15,0,1,1,1,22.96,26.515,60.0,16.997899999999998,66,142,208,cool,high,Gentle breeze,warm,afternoon
6842,6843,2011-10-17,4,0,10,16,0,1,1,1,23.779999999999998,27.275,56.00000000000001,16.997899999999998,64,238,302,cool,high,Gentle breeze,warm,afternoon
6843,6844,2011-10-17,4,0,10,17,0,1,1,1,22.96,26.515,64.0,8.9981,80,540,620,cool,high,Light breeze,warm,afternoon
6844,6845,2011-10-17,4,0,10,18,0,1,1,1,22.96,26.515,60.0,0.0,49,469,518,cool,high,Calm,warm,evening
6845,6846,2011-10-17,4,0,10,19,0,1,1,1,22.14,25.759999999999998,68.0,7.0015,45,288,333,cool,high,Light breeze,warm,evening
6846,6847,2011-10-17,4,0,10,20,0,1,1,1,21.32,25.0,77.0,7.0015,40,189,229,cool,high,Light breeze,warm,evening
6847,6848,2011-10-17,4,0,10,21,0,1,1,1,20.5,24.240000000000002,77.0,7.0015,36,141,177,cool,high,Light breeze,cool,night
6848,6849,2011-10-17,4,0,10,22,0,1,1,1,20.5,24.240000000000002,77.0,0.0,16,88,104,cool,high,Calm,cool,night
6849,6850,2011-10-17,4,0,10,23,0,1,1,2,19.68,23.485,88.0,0.0,10,52,62,cool,very high,Calm,cool,night
6850,6851,2011-10-18,4,0,10,0,0,2,1,1,19.68,23.485,82.0,0.0,8,23,31,cool,very high,Calm,cool,night
6851,6852,2011-10-18,4,0,10,1,0,2,1,2,18.86,22.725,88.0,0.0,4,7,11,cool,very high,Calm,cool,night
6852,6853,2011-10-18,4,0,10,2,0,2,1,1,18.04,21.97,94.0,6.0032,1,4,5,cool,very high,Light breeze,cool,night
6853,6854,2011-10-18,4,0,10,3,0,2,1,1,18.04,21.97,94.0,6.0032,0,1,1,cool,very high,Light breeze,cool,night
6854,6855,2011-10-18,4,0,10,4,0,2,1,2,18.04,21.97,94.0,7.0015,0,4,4,cool,very high,Light breeze,cool,night
6855,6856,2011-10-18,4,0,10,5,0,2,1,2,18.86,22.725,88.0,0.0,2,19,21,cool,very high,Calm,cool,night
6856,6857,2011-10-18,4,0,10,6,0,2,1,1,18.86,22.725,82.0,6.0032,4,105,109,cool,very high,Light breeze,cool,morning
6857,6858,2011-10-18,4,0,10,7,0,2,1,1,18.86,22.725,88.0,6.0032,15,326,341,cool,very high,Light breeze,cool,morning
6858,6859,2011-10-18,4,0,10,8,0,2,1,1,20.5,24.240000000000002,77.0,6.0032,25,474,499,cool,high,Light breeze,cool,morning
6859,6860,2011-10-18,4,0,10,9,0,2,1,2,21.32,25.0,77.0,6.0032,29,198,227,cool,high,Light breeze,warm,morning
6860,6861,2011-10-18,4,0,10,10,0,2,1,2,22.96,26.515,68.0,0.0,27,75,102,cool,high,Calm,warm,morning
6861,6862,2011-10-18,4,0,10,11,0,2,1,2,24.599999999999998,31.06,49.0,7.0015,35,112,147,cool,low,Light breeze,hot,morning
6862,6863,2011-10-18,4,0,10,12,0,2,1,2,25.419999999999998,31.06,43.0,6.0032,42,159,201,warm,low,Light breeze,hot,noon
6863,6864,2011-10-18,4,0,10,13,0,2,1,2,26.240000000000002,31.06,38.0,12.998000000000001,48,171,219,warm,low,Gentle breeze,hot,afternoon
6864,6865,2011-10-18,4,0,10,14,0,2,1,2,25.419999999999998,31.06,41.0,11.0014,32,137,169,warm,low,Light breeze,hot,afternoon
6865,6866,2011-10-18,4,0,10,15,0,2,1,1,25.419999999999998,31.06,50.0,12.998000000000001,66,139,205,warm,high,Gentle breeze,hot,afternoon
6866,6867,2011-10-18,4,0,10,16,0,2,1,1,25.419999999999998,31.06,56.99999999999999,16.997899999999998,58,246,304,warm,high,Gentle breeze,hot,afternoon
6867,6868,2011-10-18,4,0,10,17,0,2,1,1,24.599999999999998,30.305,60.0,8.9981,72,553,625,cool,high,Light breeze,hot,afternoon
6868,6869,2011-10-18,4,0,10,18,0,2,1,1,22.96,26.515,68.0,7.0015,58,512,570,cool,high,Light breeze,warm,evening
6869,6870,2011-10-18,4,0,10,19,0,2,1,1,22.96,26.515,60.0,7.0015,31,286,317,cool,high,Light breeze,warm,evening
6870,6871,2011-10-18,4,0,10,20,0,2,1,1,22.14,25.759999999999998,64.0,11.0014,23,204,227,cool,high,Light breeze,warm,evening
6871,6872,2011-10-18,4,0,10,21,0,2,1,2,22.14,25.759999999999998,68.0,8.9981,28,178,206,cool,high,Light breeze,warm,night
6872,6873,2011-10-18,4,0,10,22,0,2,1,2,21.32,25.0,77.0,11.0014,22,115,137,cool,high,Light breeze,warm,night
6873,6874,2011-10-18,4,0,10,23,0,2,1,2,21.32,25.0,77.0,12.998000000000001,7,63,70,cool,high,Gentle breeze,warm,night
6874,6875,2011-10-19,4,0,10,0,0,3,1,2,21.32,25.0,77.0,12.998000000000001,11,23,34,cool,high,Gentle breeze,warm,night
6875,6876,2011-10-19,4,0,10,1,0,3,1,2,21.32,25.0,77.0,12.998000000000001,7,9,16,cool,high,Gentle breeze,warm,night
6876,6877,2011-10-19,4,0,10,2,0,3,1,2,21.32,25.0,77.0,12.998000000000001,1,6,7,cool,high,Gentle breeze,warm,night
6877,6878,2011-10-19,4,0,10,4,0,3,1,3,20.5,24.240000000000002,94.0,12.998000000000001,0,3,3,cool,very high,Gentle breeze,cool,night
6878,6879,2011-10-19,4,0,10,5,0,3,1,3,20.5,24.240000000000002,100.0,7.0015,0,3,3,cool,very high,Light breeze,cool,night
6879,6880,2011-10-19,4,0,10,6,0,3,1,3,21.32,25.0,83.0,16.997899999999998,3,28,31,cool,very high,Gentle breeze,warm,morning
6880,6881,2011-10-19,4,0,10,7,0,3,1,3,21.32,25.0,77.0,16.997899999999998,1,67,68,cool,high,Gentle breeze,warm,morning
6881,6882,2011-10-19,4,0,10,8,0,3,1,3,22.14,25.759999999999998,70.0,32.9975,10,200,210,cool,high,Fresh breeze,warm,morning
6882,6883,2011-10-19,4,0,10,9,0,3,1,3,21.32,25.0,88.0,32.9975,17,185,202,cool,very high,Fresh breeze,warm,morning
6883,6884,2011-10-19,4,0,10,10,0,3,1,3,21.32,25.0,88.0,32.9975,14,109,123,cool,very high,Fresh breeze,warm,morning
6884,6885,2011-10-19,4,0,10,11,0,3,1,3,21.32,25.0,94.0,16.997899999999998,33,116,149,cool,very high,Gentle breeze,warm,morning
6885,6886,2011-10-19,4,0,10,12,0,3,1,3,21.32,25.0,94.0,22.0028,13,117,130,cool,very high,Moderate breeze,warm,noon
6886,6887,2011-10-19,4,0,10,13,0,3,1,2,22.14,25.759999999999998,94.0,19.0012,20,86,106,cool,very high,Gentle breeze,warm,afternoon
